666212	peinliche	
666213	Wanderung	
666214	,	
666215	bald	
666216	den	
666217	rauschenden	
666218	Gletscherbach	
666219	zur	
666220	Seite	
666221	,	
666222	dann	
666223	wieder	
666224	über	
666225	ungleiche	
666226	grosse	
666227	Steintrümmer	
666228	und	
666229	dennoch	
666230	traf	
666231	der	
666232	wackere	
666233	Michel	
666234	ganz	
666235	genau	
666236	die	
666237	für	
666238	den	
666239	Anstieg	
666240	geeignetste	
666241	Stelle	
666242	am	
666243	Dorfergletscher	B-LOC
666244	;	
666245	er	
666246	hatte	
666247	zu	
666248	diesem	
666249	Zwecke	
666250	Abends	
666251	vorher	
666252	eine	
666253	der	
666254	Anhöhen	
666255	ganz	
666256	in	
666257	der	
666258	Nähe	
666259	der	
666260	Hütte	
666261	erstiegen	
666262	und	
666263	,	
666264	wie	
666265	sich	
666266	heute	
666267	zeigte	
666268	,	
666269	sich	
666270	gut	
666271	informirt	
666272	.	
666273	Je	
666274	weiter	
666275	wir	
666276	kamen	
666277	,	
666278	desto	
666279	mehr	
666280	gewöhnte	
666281	sich	
666282	übrigens	
666283	das	
666284	Auge	
666285	an	
666286	die	
666287	Dunkelheit	
666288	,	
666289	auch	
666290	durfte	
666291	bald	
666292	auf	
666293	die	
666294	Morgendämmerung	
666295	gerechnet	
666296	werden	
666297	und	
666298	als	
666299	die	
666300	halbe	
666301	Höhe	
666302	des	
666303	Gletschers	
666304	erreicht	
666305	war	
666306	,	
666307	stellte	
666308	sich	
666309	das	
666310	dem	
666311	Erscheinen	
666312	des	
666313	Tagesgestirnes	
666314	vorangehende	
666315	charakteristische	
666316	Grau	
666317	ein	
666318	.	
666319	Jetzt	
666320	wurde	
666321	die	
666322	Wanderung	
666323	interessanter	
666324	,	
666325	beständig	
666326	wurde	
666327	die	
666328	prächtige	
666329	Glockenform	
666330	des	
666331	Geiger	B-LOC
666332	betrachtet	
666333	,	
666334	und	
666335	,	
666336	da	
666337	die	
666338	schneidige	
666339	Kälte	
666340	antrieb	
666341	,	
666342	schon	
666343	um	
666344	4	
666345	Uhr	
666346	45	
666347	Min.	
666348	das	
666349	Obersulzbachthörl	B-LOC
666350	erreicht	
666351	.	
666352	Wenige	
666353	Secunden	
666354	vorher	
666355	hatte	
666356	sich	
666357	die	
666358	ganze	
666359	herrliche	
666360	Scenerie	
666361	verändert	
666362	,	
666363	alle	
666364	höheren	
666365	Spitzen	
666366	weit	
666367	und	
666368	breit	
666369	glühten	
666370	im	
666371	intensivsten	
666372	Morgenroth	
666373	.	
666374	Die	
666375	Wanderung	
666376	bis	
666377	zum	
666378	Thörl	
666379	auszudehnen	
666380	war	
666381	in	
666382	jeder	
666383	Beziehung	
666384	gerathen	
666385	,	
666386	da	
666387	erstens	
666388	von	
666389	hier	
666390	am	
666391	besten	
666392	zu	
666393	übersehen	
666394	,	
666395	welcher	
666396	Anstieg	
666397	zu	
666398	wählen	
666399	sei	
666400	und	
666401	zweitens	
666402	wohl	
666403	jeder	
666404	Andere	
666405	in	
666406	diesem	
666407	Falle	
666408	einen	
666409	so	
666410	wichtigen	
666411	Uebergangspunkt	
666412	ebenfalls	
666413	aufgesucht	
666414	hätte	
666415	.	
666416	Der	
666417	Plan	
666418	war	
666419	schnell	
666420	entworfen	
666421	,	
666422	Michel	
666423	und	
666424	ich	
666425	stimmte	
666426	für	
666427	ein	
666428	Zurückgehen	
666429	,	
666430	um	
666431	so	
666432	dem	
666433	heutigen	
666434	Ziele	
666435	ganz	
666436	direct	
666437	beizukommen	
666438	.	
666439	Die	
666440	steilste	
666441	Stelle	
666442	,	
666443	welche	
666444	der	
666445	Geiger	B-LOC
666446	bietet	
666447	,	
666448	wurde	
666449	von	
666450	uns	
666451	als	
666452	Anstieg	
666453	gewählt	
666454	;	
666455	es	
666456	ist	
666457	dieses	
666458	ungefähr	
666459	20	
666460	Minuten	
666461	unterhalb	
666462	des	
666463	Obersulzbachthörls	B-LOC
666464	.	
666465	Ein	
666466	ununterbrochener	
666467	Firnhang	
666468	zieht	
666469	hier	
666470	vom	
666471	Dorfergletscher	B-LOC
666472	bis	
666473	etwa	
666474	9000	
666475	Fuss	
666476	Höhe	
666477	hinan	
666478	,	
666479	wo	
666480	derselbe	
666481	dann	
666482	durch	
666483	einen	
666484	von	
666485	NW.	
666486	nach	
666487	SO	
666488	.	
666489	streichenden	
666490	Felskamm	
666491	durchsetzt	
666492	wird	
666493	;	
666494	diesen	
666495	Kamm	
666496	zu	
666497	gewinnen	
666498	war	
666499	vorerst	
666500	unsere	
666501	Aufgabe	
666502	.	
666503	Die	
666504	Steilheit	
666505	des	
666506	Gletschers	
666507	,	
666508	welcher	
666509	wohl	
666510	stark	
666511	überfirnt	
666512	war	
666513	,	
666514	mahnte	
666515	zu	
666516	grösster	
666517	Vorsicht	
666518	,	
666519	an	
666520	welche	
666521	zu	
666522	erinnern	
666523	,	
666524	Michel	
666525	nicht	
666526	Müde	
666527	ward	
666528	.	
666529	Zuerst	
666530	versuchten	
666531	wir	
666532	ohne	
666533	Eisen	
666534	zu	
666535	steigen	
666536	,	
666537	was	
666538	jedoch	
666539	nicht	
666540	lange	
666541	währte	
666542	;	
666543	der	
666544	Firnschnee	
666545	war	
666546	zu	
666547	hart	
666548	und	
666549	Stufenhauen	
666550	hätte	
666551	zu	
666552	viel	
666553	Zeit	
666554	in	
666555	Anspruch	
666556	genommen	
666557	,	
666558	es	
666559	wurden	
666560	also	
666561	die	
666562	Eisen	
666563	angeschnallt	
666564	,	
666565	doch	
666566	bald	
666567	stellte	
666568	sich	
666569	heraus	
666570	,	
666571	dass	
666572	nur	
666573	eines	
666574	von	
666575	den	
666576	meinen	
666577	brauchbar	
666578	war	
666579	,	
666580	das	
666581	des	
666582	rechten	
666583	Fusses	
666584	war	
666585	zu	
666586	weit	
666587	und	
666588	sass	
666589	also	
666590	nicht	
666591	fest	
666592	.	
666593	Ich	
666594	schnallte	
666595	dieses	
666596	ab	
666597	und	
666598	stieg	
666599	nun	
666600	mit	
666601	nur	
666602	einem	
666603	Eisen	
666604	bewaffnet	
666605	aufwärts	
666606	.	
666607	6	
666608	Uhr	
666609	10	
666610	Min.	
666611	wurde	
666612	das	
666613	Felsband	
666614	erreicht	
666615	und	
666616	war	
666617	ich	
666618	jetzt	
666619	,	
666620	wenn	
666621	nicht	
666622	unvorherzusehende	
666623	Schwierigkeiten	
666624	,	
666625	als	
666626	nicht	
666627	übersteigbare	
666628	Eisklüfte	
666629	u.	
666630	s.	
666631	w.	
666632	kommen	
666633	würden	
666634	,	
666635	meiner	
666636	Sache	
666637	gewiss	
666638	.	
666639	Das	
666640	Aufwärtsklimmen	
666641	am	
666642	Grate	
666643	erfordert	
666644	wohl	
666645	auch	
666646	:	
666647	grosse	
666648	Vorsicht	
666649	,	
666650	da	
666651	selbst	
666652	die	
666653	bedeutendsten	
666654	der	
666655	aufliegenden	
666656	Plattensteine	
666657	sehr	
666658	locker	
666659	aufliegen	
666660	.	
666661	Wir	
666662	kamen	
666663	sehr	
666664	schnell	
666665	aufwärts	
666666	,	
666667	so	
666668	dass	
666669	kurz	
666670	vor	
666671	7	
666672	Uhr	
666673	die	
666674	zum	
666675	Gipfel	
666676	emporführende	
666677	Eisschneide	
666678	erreicht	
666679	war	
666680	.	
666681	Hier	
666682	hieb	
666683	Groder	
666684	mit	
666685	dem	
666686	Eispickel	
666687	flüchtig	
666688	die	
666689	scharfe	
666690	Kante	
666691	weg	
666692	,	
666693	welch	
666694	'	
666695	letzteres	
666696	wenig	
666697	Zeit	
666698	in	
666699	Anspruch	
666700	nahm	
666701	.	
666702	7	
666703	Uhr	
666704	8	
666705	Min.	
666706	hatten	
666707	wir	
666708	die	
666709	höchste	
666710	Spitze	
666711	erreicht	
666712	;	
666713	meine	
666714	Freude	
666715	war	
666716	gross	
666717	,	
666718	Michel	
666719	war	
666720	in	
666721	Wonne	
666722	aufgelöst	
666723	.	
666724	Er	
666725	nahm	
666726	den	
666727	Hut	
666728	ab	
666729	,	
666730	wahrscheinlich	
666731	um	
666732	ein	
666733	Gebet	
666734	zu	
666735	verrichten	
666736	und	
666737	rief	
666738	dann	
666739	zu	
666740	wiederholten	
666741	Malen	
666742	"	
666743	ach	
666744	ist	
666745	es	
666746	da	
666747	schön	
666748	"	
666749	und	
666750	wahrlich	
666751	es	
666752	war	
666753	hier	
666754	droben	
666755	unvergleichlich	
666756	schön	
666757	;	
666758	ein	
666759	wunderbarer	
666760	Morgen	
666761	und	
666762	damit	
666763	verbunden	
666764	eine	
666765	Aussicht	
666766	,	
666767	wie	
666768	solche	
666769	reiner	
666770	und	
666771	nach	
666772	drei	
666773	Seiten	
666774	unbegrenzter	
666775	nicht	
666776	zu	
666777	wünschen	
666778	war	
666779	.	
666780	Von	
666781	der	
666782	näheren	
666783	Umgebung	
666784	war	
666785	es	
666786	immer	
666787	wieder	
666788	das	
666789	gegen	
666790	SSW	
666791	.	
666792	ziehende	
666793	Maurerkees	B-LOC
666794	,	
666795	welches	
666796	meine	
666797	ganze	
666798	Aufmerksamkeit	
666799	fesselte	
666800	,	
666801	dazu	
666802	die	
666803	drei	
666804	Maurerkeesköpfe	B-LOC
666805	,	
666806	dann	
666807	die	
666808	Simony	
666809	und	
666810	Goubachspitze	B-LOC
666811	,	
666812	darüber	
666813	hinaus	
666814	die	
666815	Spitzen	
666816	der	
666817	Rieserferner	B-LOC
666818	und	
666819	in	
666820	weiter	
666821	Ferne	
666822	südwestlich	
666823	und	
666824	südlich	
666825	all	
666826	die	
666827	pittoresken	
666828	Formen	
666829	der	
666830	Dolomiten	B-LOC
666831	,	
666832	unter	
666833	welchen	
666834	besonders	
666835	die	
666836	stark	
666837	beeiste	
666838	Marmolada	B-LOC
666839	hervortrat	
666840	;	
666841	gegen	
666842	Osten	
666843	ist	
666844	es	
666845	wieder	
666846	vornehmlich	
666847	die	
666848	Glocknergruppe	B-LOC
666849	,	
666850	welche	
666851	besonders	
666852	ins	
666853	Auge	
666854	springt	
666855	;	
666856	von	
666857	derselben	
666858	etwas	
666859	südlich	
666860	die	
666861	Schobergruppe	B-LOC
666862	.	
666863	Die	
666864	Aussicht	
666865	theils	
666866	nach	
666867	Nordosten	
666868	als	
666869	auch	
666870	nach	
666871	Norden	
666872	wird	
666873	durch	
666874	den	
666875	Grossvenediger	B-LOC
666876	gedeckt	
666877	,	
666878	während	
666879	nordwestlich	
666880	wieder	
666881	die	
666882	herrlichen	
666883	Zillerthaler	
666884	Eiszinnen	
666885	,	
666886	Reichenspitze	B-LOC
666887	,	
666888	Löffler	B-LOC
666889	,	
666890	Hochfeiler	B-LOC
666891	u.	
666892	s.	
666893	w.	
666894	,	
666895	darüber	
666896	hinaus	
666897	schliessen	
666898	Stubaier	
666899	und	
666900	Oetzthaler	
666901	Gipfel	
666902	die	
666903	Aussicht	
666904	.	
666905	Das	
666906	Thermometer	
666907	zeigte	
666908	—	
666909	7	
666910	°	
666911	R.	
666912	bei	
666913	eisiger	
666914	Nordostströmung	
666915	,	
666916	später	
666917	—	
666918	4	
666919	°	
666920	.	
666921	Jetzt	
666922	ging	
666923	es	
666924	an	
666925	das	
666926	Aufrichten	
666927	der	
666928	Steinpyramide	
666929	,	
666930	welche	
666931	,	
666932	da	
666933	auf	
666934	dem	
666935	,	
666936	wenn	
666937	auch	
666938	schmalen	
666939	Grate	
666940	doch	
666941	grosse	
666942	Plattensteine	
666943	auflagen	
666944	,	
666945	schnell	
666946	zu	
666947	Stande	
666948	kam	
666949	;	
666950	in	
666951	einer	
666952	halben	
666953	Stunde	
666954	war	
666955	selbe	
666956	vollendet	
666957	und	
666958	mit	
666959	den	
666960	Daten	
666961	der	
666962	Besteigung	
666963	versehen	
666964	.	
666965	Um	
666966	9	
666967	Uhr	
666968	verliessen	
666969	wir	
666970	die	
666971	stolze	
666972	Zinne	
666973	und	
666974	zwar	
666975	auf	
666976	demselben	
666977	Wege	
666978	,	
666979	welcher	
666980	sich	
666981	von	
666982	oben	
666983	als	
666984	der	
666985	einzig	
666986	richtige	
666987	zeigte	
666988	.	
666989	Der	
666990	Firn	
666991	,	
666992	welcher	
666993	Morgens	
666994	von	
666995	uns	
666996	weicher	
666997	gewünscht	
666998	wurde	
666999	,	
667000	war	
667001	dies	
667002	jetzt	
667003	mehr	
667004	denn	
667005	zu	
667006	viel	
667007	,	
667008	so	
667009	dass	
667010	Groder	
667011	am	
667012	steilen	
667013	Firnhange	
667014	das	
667015	Abgehen	
667016	einer	
667017	Lawine	
667018	hinter	
667019	uns	
667020	befürchtete	
667021	.	
667022	Dieser	
667023	Gefahr	
667024	jedoch	
667025	entgingen	
667026	wir	
667027	,	
667028	obwohl	
667029	von	
667030	anderen	
667031	Seiten	
667032	her	
667033	das	
667034	Gepolter	
667035	fallender	
667036	Eisstücke	
667037	hörbar	
667038	wurde	
667039	.	
667040	Um	
667041	11	
667042	Uhr	
667043	trafen	
667044	wir	
667045	mit	
667046	einigen	
667047	vom	
667048	Venediger	B-LOC
667049	zurückkehrenden	
667050	Herren	
667051	am	
667052	Dorfergletscher	B-LOC
667053	zusammen	
667054	und	
667055	nun	
667056	ging	
667057	es	
667058	sieben	
667059	Köpfe	
667060	stark	
667061	abwärts	
667062	.	
667063	12	
667064	Uhr	
667065	30	
667066	Min.	
667067	Wiederankunft	
667068	in	
667069	der	
667070	Johann	
667071	’	
667072	shütte	
667073	.	
667074	Die	
667075	Besteigung	
667076	hatte	
667077	im	
667078	Ganzen	
667079	10	
667080	¼	
667081	Stunden	
667082	gekostet	
667083	.	
667084	Ich	
667085	trennte	
667086	mich	
667087	eine	
667088	Stunde	
667089	später	
667090	von	
667091	den	
667092	übrigen	
667093	Herren	
667094	,	
667095	um	
667096	noch	
667097	an	
667098	demselben	
667099	Tage	
667100	mit	
667101	Groder	
667102	den	
667103	weiteren	
667104	Weg	
667105	bis	
667106	Windisch	B-LOC
667107	Matrei	I-LOC
667108	zurückzulegen	
667109	.	
667110	Abends	
667111	9	
667112	Uhr	
667113	langten	
667114	wir	
667115	beide	
667116	in	
667117	letzterem	
667118	Orte	
667119	an	
667120	,	
667121	waren	
667122	somit	
667123	18	
667124	¾	
667125	Stunden	
667126	ununterbrochen	
667127	auf	
667128	den	
667129	Beinen	
667130	gewesen	
667131	.	
667132	Indem	
667133	ich	
667134	schliesse	
667135	,	
667136	füge	
667137	ich	
667138	als	
667139	Gerechtigkeitsact	
667140	einige	
667141	Worte	
667142	,	
667143	Michel	
667144	Groder	
667145	betreffend	
667146	bei	
667147	;	
667148	derselbe	
667149	hat	
667150	sich	
667151	auf	
667152	dieser	
667153	Tour	
667154	,	
667155	auf	
667156	einem	
667157	ihm	
667158	vollständig	
667159	fremden	
667160	Eisgebiete	
667161	als	
667162	das	
667163	vollendetste	
667164	Muster	
667165	eines	
667166	Hochgebirgsführers	
667167	bewiesen	
667168	,	
667169	rechnet	
667170	man	
667171	hiezu	
667172	noch	
667173	sein	
667174	gefälliges	
667175	Wesen	
667176	und	
667177	seine	
667178	Namenskenntniss	
667179	,	
667180	so	
667181	wird	
667182	wohl	
667183	Jeder	
667184	begreifen	
667185	,	
667186	dass	
667187	der	
667188	Bergsteiger	
667189	,	
667190	welcher	
667191	Michel	
667192	einmal	
667193	als	
667194	Führer	
667195	hatte	
667196	,	
667197	denselben	
667198	immer	
667199	wieder	
667200	aufsuchen	
667201	wird	
667202	.	
13565349	Der	
13565350	Großglockner	B-LOC
13565351	stellt	
13565352	mit	
13565353	seinen	
13565354	3798	
13565355	Metern	
13565356	nicht	
13565357	nur	
13565358	den	
13565359	höchsten	
13565360	österreichischen	
13565361	Alpengipfel	
13565362	dar	
13565363	,	
13565364	sondern	
13565365	der	
13565366	zu	
13565367	seinen	
13565368	Füßen	
13565369	sich	
13565370	erstreckende	
13565371	Pasterzengletscher	B-LOC
13565372	ist	
13565373	auch	
13565374	der	
13565375	größte	
13565376	Gletscher	
13565377	der	
13565378	Ostalpen	B-LOC
13565379	.	
13565380	Dies	
13565381	war	
13565382	bereits	
13565383	den	
13565384	Naturforschern	
13565385	vor	
13565386	mehr	
13565387	als	
13565388	anderthalb	
13565389	Jahrhunderten	
13565390	bekannt	
13565391	und	
13565392	lockte	
13565393	sie	
13565394	,	
13565395	lange	
13565396	bevor	
13565397	eine	
13565398	bergsteigerische	
13565399	Tätigkeit	
13565400	überhaupt	
13565401	in	
13565402	Erscheinung	
13565403	trat	
13565404	,	
13565405	in	
13565406	den	
13565407	Bereich	
13565408	des	
13565409	Glockners	B-LOC
13565410	.	
13565411	So	
13565412	liegt	
13565413	die	
13565414	Erbauung	
13565415	der	
13565416	ersten	
13565417	Salmhütte	B-LOC
13565418	im	
13565419	Leitertale	B-LOC
13565420	(	
13565421	2620	
13565422	m	
13565423	,	
13565424	1799	
13565425	)	
13565426	,	
13565427	ihre	
13565428	Vergrößerung	
13565429	(	
13565430	1800	
13565431	)	
13565432	,	
13565433	der	
13565434	Hütte	
13565435	auf	
13565436	der	
13565437	Hohenwarte	B-LOC
13565438	(	
13565439	3270	
13565440	m	
13565441	,	
13565442	1800	
13565443	)	
13565444	und	
13565445	auf	
13565446	der	
13565447	Adlersruhe	B-LOC
13565448	(	
13565449	3461	
13565450	m	
13565451	,	
13565452	1800	
13565453	)	
13565454	sowie	
13565455	schließlich	
13565456	die	
13565457	Erstersteigung	
13565458	beider	
13565459	Glocknergipfel	B-LOC
13565460	am	
13565461	28.	
13565462	Juli	
13565463	1800	
13565464	um	
13565465	4	
13565466	Jahre	
13565467	vor	
13565468	der	
13565469	Ersteigung	
13565470	des	
13565471	Ortlers	B-LOC
13565472	,	
13565473	um	
13565474	20	
13565475	Jahre	
13565476	vor	
13565477	derjenigen	
13565478	der	
13565479	Zugspitze	B-LOC
13565480	und	
13565481	32	
13565482	oder	
13565483	gar	
13565484	34	
13565485	Jahre	
13565486	vor	
13565487	derjenigen	
13565488	des	
13565489	Hohen	B-LOC
13565490	Dachsteins	I-LOC
13565491	.	
13565492	Das	
13565493	spricht	
13565494	nicht	
13565495	nur	
13565496	für	
13565497	den	
13565498	Eifer	
13565499	,	
13565500	den	
13565501	Forscherdrang	
13565502	und	
13565503	die	
13565504	Bergfreude	
13565505	der	
13565506	damaligen	
13565507	"	
13565508	Expeditionsteilnehmer	
13565509	"	
13565510	—	
13565511	um	
13565512	Expeditionen	
13565513	handelte	
13565514	es	
13565515	sich	
13565516	nämlich	
13565517	bei	
13565518	diesen	
13565519	Besteigungsversuchen	
13565520	am	
13565521	Glockner	B-LOC
13565522	—	
13565523	,	
13565524	sondern	
13565525	auch	
13565526	für	
13565527	die	
13565528	Großartigkeit	
13565529	und	
13565530	Einmaligkeit	
13565531	dieser	
13565532	Glocknerlandschaft	B-LOC
13565533	und	
13565534	ihres	
13565535	Talortes	
13565536	Heiligenblut	B-LOC
13565537	,	
13565538	der	
13565539	alljährlich	
13565540	immer	
13565541	wiederkehrende	
13565542	Besuche	
13565543	von	
13565544	Wissenschaftlern	
13565545	verzeichnete	
13565546	.	
13565547	Von	
13565548	Wulfen	
13565549	,	
13565550	Hohenwarth	
13565551	,	
13565552	Floerke	
13565553	,	
13565554	die	
13565555	Brüder	
13565556	Schlagintweit	
13565557	,	
13565558	Erzherzog	
13565559	Johann	
13565560	,	
13565561	Sternberg	
13565562	und	
13565563	Hornschuch	
13565564	,	
13565565	Hayne	
13565566	und	
13565567	vor	
13565568	allem	
13565569	der	
13565570	Regensburger	
13565571	Arzt	
13565572	und	
13565573	Botaniker	
13565574	Hoppe	
13565575	,	
13565576	der	
13565577	1813	
13565578	mit	
13565579	seinem	
13565580	"	
13565581	Hotelier	
13565582	"	
13565583	Pichler	
13565584	,	
13565585	dessen	
13565586	Ziegen	
13565587	nachsteigend	
13565588	,	
13565589	als	
13565590	erster	
13565591	in	
13565592	die	
13565593	Gamsgrube	B-LOC
13565594	kam	
13565595	und	
13565596	deren	
13565597	botanische	
13565598	Eigenart	
13565599	sofort	
13565600	erkannte	
13565601	,	
13565602	müssen	
13565603	hier	
13565604	als	
13565605	wirkliche	
13565606	Pioniere	
13565607	ganz	
13565608	besonders	
13565609	genannt	
13565610	werden	
13565611	.	
13565612	1830	
13565613	kam	
13565614	Erzherzog	
13565615	Johann	
13565616	mit	
13565617	einigen	
13565618	Naturforschern	
13565619	nach	
13565620	Heiligenblut	B-LOC
13565621	,	
13565622	um	
13565623	einen	
13565624	Übergang	
13565625	über	
13565626	den	
13565627	später	
13565628	nach	
13565629	ihm	
13565630	benannten	
13565631	Johannisberg	B-LOC
13565632	nach	
13565633	Kaprun	B-LOC
13565634	zu	
13565635	erkunden	
13565636	,	
13565637	wobei	
13565638	eine	
13565639	Höhle	
13565640	in	
13565641	der	
13565642	Gamsgrube	B-LOC
13565643	als	
13565644	Nachtquartier	
13565645	diente	
13565646	.	
13565647	Darauf	
13565648	verbesserten	
13565649	die	
13565650	Heiligenbluter	
13565651	den	
13565652	Zugang	
13565653	zur	
13565654	Pasterze	B-LOC
13565655	,	
13565656	und	
13565657	1834	
13565658	wurde	
13565659	durch	
13565660	den	
13565661	Erzherzog	
13565662	in	
13565663	der	
13565664	Gamsgrube	B-LOC
13565665	eine	
13565666	primitive	
13565667	steinerne	
13565668	Unterkunft	
13565669	erbaut	
13565670	,	
13565671	die	
13565672	Johannishütte	B-LOC
13565673	,	
13565674	die	
13565675	1846	
13565676	bis	
13565677	1848	
13565678	den	
13565679	Brüdern	
13565680	Schlagintweit	
13565681	und	
13565682	1866	
13565683	Hofmann	
13565684	,	
13565685	Mitbegründer	
13565686	des	
13565687	DAV	
13565688	(	
13565689	gefallen	
13565690	1870	
13565691	bei	
13565692	Sedan	B-LOC
13565693	)	
13565694	,	
13565695	für	
13565696	ihre	
13565697	bergsteigerische	
13565698	Erschließungstätigkeit	
13565699	in	
13565700	der	
13565701	Glocknergruppe	B-LOC
13565702	"	
13565703	zur	
13565704	höchsten	
13565705	Glückseligkeit	
13565706	"	
13565707	als	
13565708	Standquartier	
13565709	diente	
13565710	.	
13565711	Diese	
13565712	Hütte	
13565713	wurde	
13565714	durch	
13565715	Hofmann	
13565716	1870	
13565717	erneuert	
13565718	und	
13565719	erhielt	
13565720	seinen	
13565721	Namen	
13565722	,	
13565723	später	
13565724	erwarb	
13565725	sie	
13565726	sein	
13565727	Freund	
13565728	Johann	
13565729	Stüdl	
13565730	,	
13565731	der	
13565732	sie	
13565733	1911	
13565734	der	
13565735	Akademischen	
13565736	Sektion	
13565737	Wien	B-LOC
13565738	schenkte	
13565739	.	
13565740	So	
13565741	zeigte	
13565742	sich	
13565743	also	
13565744	schon	
13565745	in	
13565746	den	
13565747	Anfängen	
13565748	des	
13565749	Alpinismus	
13565750	ein	
13565751	ungewöhnliches	
13565752	Interesse	
13565753	gerade	
13565754	an	
13565755	dieser	
13565756	Berggruppe	
13565757	,	
13565758	und	
13565759	es	
13565760	muß	
13565761	auffallen	
13565762	,	
13565763	daß	
13565764	auch	
13565765	die	
13565766	erste	
13565767	Katasteraufnahme	
13565768	und	
13565769	vorläufige	
13565770	Grenzbeschreibung	
13565771	dieses	
13565772	von	
13565773	den	
13565774	Kronländern	
13565775	Kärnten	B-LOC
13565776	,	
13565777	Tirol	B-LOC
13565778	und	
13565779	Salzburg	B-LOC
13565780	gebildeten	
13565781	Gebirgszwickels	
13565782	bereits	
13565783	in	
13565784	das	
13565785	Jahr	
13565786	1826	
13565787	fällt	
13565788	und	
13565789	1863	
13565790	die	
13565791	Landesgrenze	
13565792	zwischen	
13565793	Salzburg	B-LOC
13565794	und	
13565795	Kärnten	B-LOC
13565796	,	
13565797	die	
13565798	heute	
13565799	(	
13565800	seit	
13565801	1935/36	
13565802	)	
13565803	auf	
13565804	der	
13565805	Wasserscheide	
13565806	verläuft	
13565807	,	
13565808	überprüft	
13565809	wurde	
13565810	-—	
13565811	freilich	
13565812	mit	
13565813	der	
13565814	für	
13565815	so	
13565816	unproduktive	
13565817	Gelände	
13565818	üblichen	
13565819	"	
13565820	Großzügigkeit	
13565821	"	
