,	,	KNOWN	O
und	und	KNOWN	O
,	,	KNOWN	O
da	da	KNOWN	O
die	die	KNOWN	O
schneidige	schneidige	UNKNOWN	O
Kälte	kälte	KNOWN	O
antrieb	antrieb	KNOWN	O
,	,	KNOWN	O
schon	schon	KNOWN	O
um	um	KNOWN	O
4	$NUM$	KNOWN	O
Uhr	uhr	KNOWN	O
45	$NUM$	KNOWN	O
Min.	min.	UNKNOWN	O
das	das	KNOWN	O
Obersulzbachthörl	obersulzbachthörl	UNKNOWN	O
erreicht	erreicht	KNOWN	O
.	.	KNOWN	O
Wenige	wenige	KNOWN	O
Secunden	secunden	UNKNOWN	O
vorher	vorher	KNOWN	O
hatte	hatte	KNOWN	O
sich	sich	KNOWN	O
die	die	KNOWN	O
ganze	ganze	KNOWN	O
herrliche	herrliche	KNOWN	O
Scenerie	scenerie	UNKNOWN	O
verändert	verändert	KNOWN	O
,	,	KNOWN	O
alle	alle	KNOWN	O
höheren	höheren	KNOWN	O
Spitzen	spitzen	KNOWN	O
weit	weit	KNOWN	O
und	und	KNOWN	O
breit	breit	KNOWN	O
glühten	glühten	UNKNOWN	O
im	im	KNOWN	O
intensivsten	intensivsten	UNKNOWN	O
Morgenroth	morgenroth	UNKNOWN	O
.	.	KNOWN	O
Die	die	KNOWN	O
Wanderung	wanderung	KNOWN	O
bis	bis	KNOWN	O
zum	zum	KNOWN	O
Thörl	thörl	UNKNOWN	O
auszudehnen	auszudehnen	KNOWN	O
war	war	KNOWN	O
in	in	KNOWN	O
jeder	jeder	KNOWN	O
Beziehung	beziehung	KNOWN	O
gerathen	gerathen	KNOWN	O
,	,	KNOWN	O
da	da	KNOWN	O
erstens	erstens	KNOWN	O
von	von	KNOWN	O
hier	hier	KNOWN	O
am	am	KNOWN	O
besten	besten	KNOWN	O
zu	zu	KNOWN	O
übersehen	übersehen	KNOWN	O
,	,	KNOWN	O
welcher	welcher	KNOWN	O
Anstieg	anstieg	KNOWN	O
zu	zu	KNOWN	O
wählen	wählen	KNOWN	O
sei	sei	KNOWN	O
und	und	KNOWN	O
zweitens	zweitens	KNOWN	O
wohl	wohl	KNOWN	O
jeder	jeder	KNOWN	O
Andere	andere	KNOWN	O
in	in	KNOWN	O
diesem	diesem	KNOWN	O
Falle	falle	KNOWN	O
einen	einen	KNOWN	O
so	so	KNOWN	O
wichtigen	wichtigen	KNOWN	O
Uebergangspunkt	uebergangspunkt	UNKNOWN	O
ebenfalls	ebenfalls	KNOWN	O
aufgesucht	aufgesucht	KNOWN	O
hätte	hätte	KNOWN	O
.	.	KNOWN	O
Der	der	KNOWN	O
Plan	plan	KNOWN	O
war	war	KNOWN	O
schnell	schnell	KNOWN	O
entworfen	entworfen	KNOWN	O
,	,	KNOWN	O
Michel	michel	KNOWN	B-PER
und	und	KNOWN	O
ich	ich	KNOWN	O
stimmte	stimmte	KNOWN	O
für	für	KNOWN	O
ein	ein	KNOWN	O
Zurückgehen	zurückgehen	KNOWN	O
,	,	KNOWN	O
um	um	KNOWN	O
so	so	KNOWN	O
dem	dem	KNOWN	O
heutigen	heutigen	KNOWN	O
Ziele	ziele	KNOWN	O
ganz	ganz	KNOWN	O
direct	direct	KNOWN	O
beizukommen	beizukommen	KNOWN	O
.	.	KNOWN	O
Die	die	KNOWN	O
steilste	steilste	KNOWN	O
Stelle	stelle	KNOWN	O
,	,	KNOWN	O
welche	welche	KNOWN	O
der	der	KNOWN	O
Geiger	geiger	KNOWN	O
bietet	bietet	KNOWN	O
,	,	KNOWN	O
wurde	wurde	KNOWN	O
von	von	KNOWN	O
uns	uns	KNOWN	O
als	als	KNOWN	O
Anstieg	anstieg	KNOWN	O
gewählt	gewählt	KNOWN	O
;	;	KNOWN	O
es	es	KNOWN	O
ist	ist	KNOWN	O
dieses	dieses	KNOWN	O
ungefähr	ungefähr	KNOWN	O
20	$NUM$	KNOWN	O
Minuten	minuten	KNOWN	O
unterhalb	unterhalb	KNOWN	O
des	des	KNOWN	O
Obersulzbachthörls	obersulzbachthörls	UNKNOWN	O
.	.	KNOWN	O
Ein	ein	KNOWN	O
ununterbrochener	ununterbrochener	UNKNOWN	O
Firnhang	firnhang	UNKNOWN	O
zieht	zieht	KNOWN	O
hier	hier	KNOWN	O
vom	vom	KNOWN	O
Dorfergletscher	dorfergletscher	UNKNOWN	O
bis	bis	KNOWN	O
etwa	etwa	KNOWN	O
9000	$NUM$	KNOWN	O
Fuss	fuss	KNOWN	O
Höhe	höhe	KNOWN	O
hinan	hinan	UNKNOWN	O
,	,	KNOWN	O
wo	wo	KNOWN	O
derselbe	derselbe	KNOWN	O
dann	dann	KNOWN	O
durch	durch	KNOWN	O
einen	einen	KNOWN	O
von	von	KNOWN	O
NW.	nw.	UNKNOWN	O
nach	nach	KNOWN	O
SO	so	KNOWN	O
.	.	KNOWN	O
streichenden	streichenden	UNKNOWN	O
Felskamm	felskamm	UNKNOWN	O
durchsetzt	durchsetzt	KNOWN	O
wird	wird	KNOWN	O
;	;	KNOWN	O
diesen	diesen	KNOWN	O
Kamm	kamm	KNOWN	O
zu	zu	KNOWN	O
gewinnen	gewinnen	KNOWN	O
war	war	KNOWN	O
vorerst	vorerst	KNOWN	O
unsere	unsere	KNOWN	O
Aufgabe	aufgabe	KNOWN	O
.	.	KNOWN	O
Die	die	KNOWN	O
Steilheit	steilheit	UNKNOWN	O
des	des	KNOWN	O
Gletschers	gletschers	UNKNOWN	O
,	,	KNOWN	O
welcher	welcher	KNOWN	O
wohl	wohl	KNOWN	O
stark	stark	KNOWN	O
überfirnt	überfirnt	UNKNOWN	O
war	war	KNOWN	O
,	,	KNOWN	O
mahnte	mahnte	KNOWN	O
zu	zu	KNOWN	O
grösster	grösster	KNOWN	O
Vorsicht	vorsicht	KNOWN	O
,	,	KNOWN	O
an	an	KNOWN	O
welche	welche	KNOWN	O
zu	zu	KNOWN	O
erinnern	erinnern	KNOWN	O
,	,	KNOWN	O
Michel	michel	KNOWN	B-PER
nicht	nicht	KNOWN	O
Müde	müde	KNOWN	O
ward	ward	KNOWN	O
.	.	KNOWN	O
Zuerst	zuerst	KNOWN	O
versuchten	versuchten	KNOWN	O
wir	wir	KNOWN	O
ohne	ohne	KNOWN	O
Eisen	eisen	KNOWN	O
zu	zu	KNOWN	O
steigen	steigen	KNOWN	O
,	,	KNOWN	O
was	was	KNOWN	O
jedoch	jedoch	KNOWN	O
nicht	nicht	KNOWN	O
lange	lange	KNOWN	O
währte	währte	KNOWN	O
;	;	KNOWN	O
der	der	KNOWN	O
Firnschnee	firnschnee	UNKNOWN	O
war	war	KNOWN	O
zu	zu	KNOWN	O
hart	hart	KNOWN	O
und	und	KNOWN	O
Stufenhauen	stufenhauen	UNKNOWN	O
hätte	hätte	KNOWN	O
zu	zu	KNOWN	O
viel	viel	KNOWN	O
Zeit	zeit	KNOWN	O
in	in	KNOWN	O
Anspruch	anspruch	KNOWN	O
genommen	genommen	KNOWN	O
,	,	KNOWN	O
es	es	KNOWN	O
wurden	wurden	KNOWN	O
also	also	KNOWN	O
die	die	KNOWN	O
Eisen	eisen	KNOWN	O
angeschnallt	angeschnallt	UNKNOWN	O
,	,	KNOWN	O
doch	doch	KNOWN	O
bald	bald	KNOWN	O
stellte	stellte	KNOWN	O
sich	sich	KNOWN	O
heraus	heraus	KNOWN	O
,	,	KNOWN	O
dass	dass	KNOWN	O
nur	nur	KNOWN	O
eines	eines	KNOWN	O
von	von	KNOWN	O
den	den	KNOWN	O
meinen	meinen	KNOWN	O
brauchbar	brauchbar	UNKNOWN	O
war	war	KNOWN	O
,	,	KNOWN	O
das	das	KNOWN	O
des	des	KNOWN	O
rechten	rechten	KNOWN	O
Fusses	fusses	UNKNOWN	O
war	war	KNOWN	O
zu	zu	KNOWN	O
weit	weit	KNOWN	O
und	und	KNOWN	O
sass	sass	UNKNOWN	O
also	also	KNOWN	O
nicht	nicht	KNOWN	O
fest	fest	KNOWN	O
.	.	KNOWN	O
Ich	ich	KNOWN	O
schnallte	schnallte	UNKNOWN	O
dieses	dieses	KNOWN	O
ab	ab	KNOWN	O
und	und	KNOWN	O
stieg	stieg	KNOWN	O
nun	nun	KNOWN	O
mit	mit	KNOWN	O
nur	nur	KNOWN	O
einem	einem	KNOWN	O
Eisen	eisen	KNOWN	O
bewaffnet	bewaffnet	KNOWN	O
aufwärts	aufwärts	KNOWN	O
.	.	KNOWN	O
6	$NUM$	KNOWN	O
Uhr	uhr	KNOWN	O
10	$NUM$	KNOWN	O
Min.	min.	UNKNOWN	O
wurde	wurde	KNOWN	O
das	das	KNOWN	O
Felsband	felsband	UNKNOWN	O
erreicht	erreicht	KNOWN	O
und	und	KNOWN	O
war	war	KNOWN	O
ich	ich	KNOWN	O
jetzt	jetzt	KNOWN	O
,	,	KNOWN	O
wenn	wenn	KNOWN	O
nicht	nicht	KNOWN	O
unvorherzusehende	unvorherzusehende	UNKNOWN	O
Schwierigkeiten	schwierigkeiten	KNOWN	O
,	,	KNOWN	O
als	als	KNOWN	O
nicht	nicht	KNOWN	O
übersteigbare	übersteigbare	UNKNOWN	O
Eisklüfte	eisklüfte	UNKNOWN	O
u.	u.	KNOWN	O
s.	s.	KNOWN	O
w.	w.	KNOWN	O
kommen	kommen	KNOWN	O
würden	würden	KNOWN	O
,	,	KNOWN	O
meiner	meiner	KNOWN	O
Sache	sache	KNOWN	O
gewiss	gewiss	KNOWN	O
.	.	KNOWN	O
Das	das	KNOWN	O
Aufwärtsklimmen	aufwärtsklimmen	UNKNOWN	O
am	am	KNOWN	O
Grate	grate	KNOWN	O
erfordert	erfordert	KNOWN	O
wohl	wohl	KNOWN	O
auch	auch	KNOWN	O
:	:	KNOWN	O
grosse	grosse	KNOWN	O
Vorsicht	vorsicht	KNOWN	O
,	,	KNOWN	O
da	da	KNOWN	O
selbst	selbst	KNOWN	O
die	die	KNOWN	O
bedeutendsten	bedeutendsten	KNOWN	O
der	der	KNOWN	O
aufliegenden	aufliegenden	UNKNOWN	O
Plattensteine	plattensteine	UNKNOWN	O
sehr	sehr	KNOWN	O
locker	locker	KNOWN	O
aufliegen	aufliegen	UNKNOWN	O
.	.	KNOWN	O
Wir	wir	KNOWN	O
kamen	kamen	KNOWN	O
sehr	sehr	KNOWN	O
schnell	schnell	KNOWN	O
aufwärts	aufwärts	KNOWN	O
,	,	KNOWN	O
so	so	KNOWN	O
dass	dass	KNOWN	O
kurz	kurz	KNOWN	O
vor	vor	KNOWN	O
7	$NUM$	KNOWN	O
Uhr	uhr	KNOWN	O
die	die	KNOWN	O
zum	zum	KNOWN	O
Gipfel	gipfel	KNOWN	O
emporführende	emporführende	UNKNOWN	O
Eisschneide	eisschneide	UNKNOWN	O
erreicht	erreicht	KNOWN	O
war	war	KNOWN	O
.	.	KNOWN	O
Hier	hier	KNOWN	O
hieb	hieb	KNOWN	O
Groder	groder	UNKNOWN	O
mit	mit	KNOWN	O
dem	dem	KNOWN	O
Eispickel	eispickel	UNKNOWN	O
flüchtig	flüchtig	KNOWN	O
die	die	KNOWN	O
scharfe	scharfe	KNOWN	O
Kante	kante	KNOWN	O
weg	weg	KNOWN	O
,	,	KNOWN	O
welch	welch	KNOWN	O
'	'	KNOWN	O
letzteres	letzteres	KNOWN	O
wenig	wenig	KNOWN	O
Zeit	zeit	KNOWN	O
in	in	KNOWN	O
Anspruch	anspruch	KNOWN	O
nahm	nahm	KNOWN	O
.	.	KNOWN	O
7	$NUM$	KNOWN	O
Uhr	uhr	KNOWN	O
8	$NUM$	KNOWN	O
Min.	min.	UNKNOWN	O
hatten	hatten	KNOWN	O
wir	wir	KNOWN	O
die	die	KNOWN	O
höchste	höchste	KNOWN	O
Spitze	spitze	KNOWN	O
erreicht	erreicht	KNOWN	O
;	;	KNOWN	O
meine	meine	KNOWN	O
Freude	freude	KNOWN	O
war	war	KNOWN	O
gross	gross	KNOWN	O
,	,	KNOWN	O
Michel	michel	KNOWN	B-PER
war	war	KNOWN	O
in	in	KNOWN	O
Wonne	wonne	KNOWN	O
aufgelöst	aufgelöst	KNOWN	O
.	.	KNOWN	O
Er	er	KNOWN	O
nahm	nahm	KNOWN	O
den	den	KNOWN	O
Hut	hut	KNOWN	O
ab	ab	KNOWN	O
,	,	KNOWN	O
wahrscheinlich	wahrscheinlich	KNOWN	O
um	um	KNOWN	O
ein	ein	KNOWN	O
Gebet	gebet	KNOWN	O
zu	zu	KNOWN	O
verrichten	verrichten	KNOWN	O
und	und	KNOWN	O
rief	rief	KNOWN	O
dann	dann	KNOWN	O
zu	zu	KNOWN	O
wiederholten	wiederholten	KNOWN	O
Malen	malen	KNOWN	O
"	"	KNOWN	O
ach	ach	KNOWN	O
ist	ist	KNOWN	O
es	es	KNOWN	O
da	da	KNOWN	O
schön	schön	KNOWN	O
"	"	KNOWN	O
und	und	KNOWN	O
wahrlich	wahrlich	KNOWN	O
es	es	KNOWN	O
war	war	KNOWN	O
hier	hier	KNOWN	O
droben	droben	UNKNOWN	O
unvergleichlich	unvergleichlich	KNOWN	O
schön	schön	KNOWN	O
;	;	KNOWN	O
ein	ein	KNOWN	O
wunderbarer	wunderbarer	UNKNOWN	O
Morgen	morgen	KNOWN	O
und	und	KNOWN	O
damit	damit	KNOWN	O
verbunden	verbunden	KNOWN	O
eine	eine	KNOWN	O
Aussicht	aussicht	KNOWN	O
,	,	KNOWN	O
wie	wie	KNOWN	O
solche	solche	KNOWN	O
reiner	reiner	KNOWN	O
und	und	KNOWN	O
nach	nach	KNOWN	O
drei	drei	KNOWN	O
Seiten	seiten	KNOWN	O
unbegrenzter	unbegrenzter	KNOWN	O
nicht	nicht	KNOWN	O
zu	zu	KNOWN	O
wünschen	wünschen	KNOWN	O
war	war	KNOWN	O
.	.	KNOWN	O
Von	von	KNOWN	O
der	der	KNOWN	O
näheren	näheren	KNOWN	O
Umgebung	umgebung	KNOWN	O
war	war	KNOWN	O
es	es	KNOWN	O
immer	immer	KNOWN	O
wieder	wieder	KNOWN	O
das	das	KNOWN	O
gegen	gegen	KNOWN	O
SSW	ssw	KNOWN	O
.	.	KNOWN	O
ziehende	ziehende	UNKNOWN	O
Maurerkees	maurerkees	UNKNOWN	O
,	,	KNOWN	O
welches	welches	KNOWN	O
meine	meine	KNOWN	O
ganze	ganze	KNOWN	O
Aufmerksamkeit	aufmerksamkeit	KNOWN	O
fesselte	fesselte	UNKNOWN	O
,	,	KNOWN	O
dazu	dazu	KNOWN	O
die	die	KNOWN	O
drei	drei	KNOWN	O
Maurerkeesköpfe	maurerkeesköpfe	UNKNOWN	O
,	,	KNOWN	O
dann	dann	KNOWN	O
die	die	KNOWN	O
Simony	simony	UNKNOWN	O
und	und	KNOWN	O
Goubachspitze	goubachspitze	UNKNOWN	O
,	,	KNOWN	O
darüber	darüber	KNOWN	O
hinaus	hinaus	KNOWN	O
die	die	KNOWN	O
Spitzen	spitzen	KNOWN	O
der	der	KNOWN	O
Rieserferner	rieserferner	UNKNOWN	O
und	und	KNOWN	O
in	in	KNOWN	O
weiter	weiter	KNOWN	O
Ferne	ferne	KNOWN	O
südwestlich	südwestlich	KNOWN	O
und	und	KNOWN	O
südlich	südlich	KNOWN	O
all	all	KNOWN	O
die	die	KNOWN	O
pittoresken	pittoresken	UNKNOWN	O
Formen	formen	KNOWN	O
der	der	KNOWN	O
Dolomiten	dolomiten	KNOWN	B-LOC
,	,	KNOWN	O
unter	unter	KNOWN	O
welchen	welchen	KNOWN	O
besonders	besonders	KNOWN	O
die	die	KNOWN	O
stark	stark	KNOWN	O
beeiste	beeiste	UNKNOWN	O
Marmolada	marmolada	UNKNOWN	O
hervortrat	hervortrat	UNKNOWN	O
;	;	KNOWN	O
gegen	gegen	KNOWN	O
Osten	osten	KNOWN	O
ist	ist	KNOWN	O
es	es	KNOWN	O
wieder	wieder	KNOWN	O
vornehmlich	vornehmlich	KNOWN	O
die	die	KNOWN	O
Glocknergruppe	glocknergruppe	UNKNOWN	O
,	,	KNOWN	O
welche	welche	KNOWN	O
besonders	besonders	KNOWN	O
ins	ins	KNOWN	O
Auge	auge	KNOWN	O
springt	springt	KNOWN	O
;	;	KNOWN	O
von	von	KNOWN	O
derselben	derselben	KNOWN	O
etwas	etwas	KNOWN	O
südlich	südlich	KNOWN	O
die	die	KNOWN	O
Schobergruppe	schobergruppe	UNKNOWN	O
.	.	KNOWN	O
Die	die	KNOWN	O
Aussicht	aussicht	KNOWN	O
theils	theils	KNOWN	O
nach	nach	KNOWN	O
Nordosten	nordosten	KNOWN	O
als	als	KNOWN	O
auch	auch	KNOWN	O
nach	nach	KNOWN	O
Norden	norden	KNOWN	O
wird	wird	KNOWN	O
durch	durch	KNOWN	O
den	den	KNOWN	O
