Decken	decken	KNOWN	O	O
,	,	KNOWN	O	O
welche	welche	KNOWN	O	O
als	als	KNOWN	O	O
Eigenthum	eigenthum	UNKNOWN	O	O
der	der	KNOWN	O	O
Hütte	hütte	KNOWN	O	O
uns	uns	KNOWN	O	O
zu	zu	KNOWN	O	O
Gute	gute	KNOWN	O	O
kamen	kamen	KNOWN	O	O
;	;	KNOWN	O	O
ich	ich	KNOWN	O	O
kann	kann	KNOWN	O	O
hier	hier	KNOWN	O	O
nur	nur	KNOWN	O	O
den	den	KNOWN	O	O
Wunsch	wunsch	KNOWN	O	O
aussprechen	aussprechen	KNOWN	O	O
,	,	KNOWN	O	O
unser	unser	KNOWN	O	O
Alpenverein	alpenverein	KNOWN	O	O
möge	möge	KNOWN	O	O
für	für	KNOWN	O	O
noch	noch	KNOWN	O	O
einige	einige	KNOWN	O	O
solche	solche	KNOWN	O	O
Exemplare	exemplare	KNOWN	O	O
sorgen	sorgen	KNOWN	O	O
,	,	KNOWN	O	O
da	da	KNOWN	O	O
die	die	KNOWN	O	O
Johann’shütte	johann’shütte	UNKNOWN	B-LOC	O
auch	auch	KNOWN	O	O
in	in	KNOWN	O	O
neuerer	neuerer	KNOWN	O	O
Zeit	zeit	KNOWN	O	O
stark	stark	KNOWN	O	O
frequentirt	frequentirt	UNKNOWN	O	O
wird	wird	KNOWN	O	O
(	(	KNOWN	O	O
es	es	KNOWN	O	O
waren	waren	KNOWN	O	O
gleich	gleich	KNOWN	O	O
Tages	tages	KNOWN	O	O
darauf	darauf	KNOWN	O	O
nicht	nicht	KNOWN	O	O
weniger	weniger	KNOWN	O	O
als	als	KNOWN	O	O
fünf	fünf	KNOWN	O	O
Touristen	touristen	KNOWN	O	O
in	in	KNOWN	O	O
derselben	derselben	KNOWN	O	O
zu	zu	KNOWN	O	O
Gaste	gaste	KNOWN	O	O
)	)	KNOWN	O	O
.	.	KNOWN	O	O
Im	im	KNOWN	O	O
Uebrigen	uebrigen	KNOWN	O	O
ist	ist	KNOWN	O	O
die	die	KNOWN	O	O
Johann’shütte	johann’shütte	UNKNOWN	B-LOC	O
viel	viel	KNOWN	O	O
comfortabler	comfortabler	UNKNOWN	O	O
eingerichtet	eingerichtet	KNOWN	O	O
als	als	KNOWN	O	O
beispielsweise	beispielsweise	KNOWN	O	O
die	die	KNOWN	O	O
Rainerhütte	rainerhütte	UNKNOWN	B-LOC	O
,	,	KNOWN	O	O
in	in	KNOWN	O	O
welcher	welcher	KNOWN	O	O
wenige	wenige	KNOWN	O	O
Tage	tage	KNOWN	O	O
vorher	vorher	KNOWN	O	O
jegliche	jegliche	KNOWN	O	O
Einrichtung	einrichtung	KNOWN	O	O
fehlte	fehlte	KNOWN	O	O
.	.	KNOWN	O	O
Es	es	KNOWN	O	O
war	war	KNOWN	O	O
1	$NUM$	KNOWN	O	O
Uhr	uhr	KNOWN	O	O
vorüber	vorüber	KNOWN	O	O
,	,	KNOWN	O	O
als	als	KNOWN	O	O
mich	mich	KNOWN	O	O
Michel	michel	KNOWN	O	B-PER
weckte	weckte	KNOWN	O	O
,	,	KNOWN	O	O
1	$NUM$	KNOWN	O	O
¼	¼	UNKNOWN	O	O
Stunde	stunde	KNOWN	O	O
später	später	KNOWN	O	O
waren	waren	KNOWN	O	O
wir	wir	KNOWN	O	O
marschbereit	marschbereit	UNKNOWN	O	O
.	.	KNOWN	O	O
Die	die	KNOWN	O	O
Nacht	nacht	KNOWN	O	O
war	war	KNOWN	O	O
stockfinster	stockfinster	UNKNOWN	O	O
,	,	KNOWN	O	O
Michel	michel	KNOWN	O	O
noch	noch	KNOWN	O	O
nie	nie	KNOWN	O	O
hiergewesen	hiergewesen	UNKNOWN	O	O
,	,	KNOWN	O	O
auch	auch	KNOWN	O	O
durfte	durfte	KNOWN	O	O
der	der	KNOWN	O	O
schwache	schwache	KNOWN	O	O
Lichtschein	lichtschein	UNKNOWN	O	O
der	der	KNOWN	O	O
Laterne	laterne	KNOWN	O	O
nicht	nicht	KNOWN	O	O
hoch	hoch	KNOWN	O	O
angeschlagen	angeschlagen	KNOWN	O	O
werden	werden	KNOWN	O	O
und	und	KNOWN	O	O
so	so	KNOWN	O	O
war	war	KNOWN	O	O
es	es	KNOWN	O	O
denn	denn	KNOWN	O	O
eine	eine	KNOWN	O	O
peinliche	peinliche	KNOWN	O	O
Wanderung	wanderung	KNOWN	O	O
,	,	KNOWN	O	O
bald	bald	KNOWN	O	O
den	den	KNOWN	O	O
rauschenden	rauschenden	KNOWN	O	O
Gletscherbach	gletscherbach	UNKNOWN	O	O
zur	zur	KNOWN	O	O
Seite	seite	KNOWN	O	O
,	,	KNOWN	O	O
dann	dann	KNOWN	O	O
wieder	wieder	KNOWN	O	O
über	über	KNOWN	O	O
ungleiche	ungleiche	KNOWN	O	O
grosse	grosse	KNOWN	O	O
Steintrümmer	steintrümmer	UNKNOWN	O	O
und	und	KNOWN	O	O
dennoch	dennoch	KNOWN	O	O
traf	traf	KNOWN	O	O
der	der	KNOWN	O	O
wackere	wackere	KNOWN	O	O
Michel	michel	KNOWN	O	O
ganz	ganz	KNOWN	O	O
genau	genau	KNOWN	O	O
die	die	KNOWN	O	O
für	für	KNOWN	O	O
den	den	KNOWN	O	O
Anstieg	anstieg	KNOWN	O	O
geeignetste	geeignetste	UNKNOWN	O	O
Stelle	stelle	KNOWN	O	O
am	am	KNOWN	O	O
Dorfergletscher	dorfergletscher	UNKNOWN	B-LOC	O
;	;	KNOWN	O	O
er	er	KNOWN	O	O
hatte	hatte	KNOWN	O	O
zu	zu	KNOWN	O	O
diesem	diesem	KNOWN	O	O
Zwecke	zwecke	KNOWN	O	O
Abends	abends	KNOWN	O	O
vorher	vorher	KNOWN	O	O
eine	eine	KNOWN	O	O
der	der	KNOWN	O	O
Anhöhen	anhöhen	KNOWN	O	O
ganz	ganz	KNOWN	O	O
in	in	KNOWN	O	O
der	der	KNOWN	O	O
Nähe	nähe	KNOWN	O	O
der	der	KNOWN	O	O
Hütte	hütte	KNOWN	O	O
erstiegen	erstiegen	KNOWN	O	O
und	und	KNOWN	O	O
,	,	KNOWN	O	O
wie	wie	KNOWN	O	O
sich	sich	KNOWN	O	O
heute	heute	KNOWN	O	O
zeigte	zeigte	KNOWN	O	O
,	,	KNOWN	O	O
sich	sich	KNOWN	O	O
gut	gut	KNOWN	O	O
informirt	informirt	UNKNOWN	O	O
.	.	KNOWN	O	O
Je	je	KNOWN	O	O
weiter	weiter	KNOWN	O	O
wir	wir	KNOWN	O	O
kamen	kamen	KNOWN	O	O
,	,	KNOWN	O	O
desto	desto	KNOWN	O	O
mehr	mehr	KNOWN	O	O
gewöhnte	gewöhnte	UNKNOWN	O	O
sich	sich	KNOWN	O	O
übrigens	übrigens	KNOWN	O	O
das	das	KNOWN	O	O
Auge	auge	KNOWN	O	O
an	an	KNOWN	O	O
die	die	KNOWN	O	O
Dunkelheit	dunkelheit	KNOWN	O	O
,	,	KNOWN	O	O
auch	auch	KNOWN	O	O
durfte	durfte	KNOWN	O	O
bald	bald	KNOWN	O	O
auf	auf	KNOWN	O	O
die	die	KNOWN	O	O
Morgendämmerung	morgendämmerung	UNKNOWN	O	O
gerechnet	gerechnet	KNOWN	O	O
werden	werden	KNOWN	O	O
und	und	KNOWN	O	O
als	als	KNOWN	O	O
die	die	KNOWN	O	O
halbe	halbe	KNOWN	O	O
Höhe	höhe	KNOWN	O	O
des	des	KNOWN	O	O
Gletschers	gletschers	UNKNOWN	O	O
erreicht	erreicht	KNOWN	O	O
war	war	KNOWN	O	O
,	,	KNOWN	O	O
stellte	stellte	KNOWN	O	O
sich	sich	KNOWN	O	O
das	das	KNOWN	O	O
dem	dem	KNOWN	O	O
Erscheinen	erscheinen	KNOWN	O	O
des	des	KNOWN	O	O
Tagesgestirnes	tagesgestirnes	UNKNOWN	O	O
vorangehende	vorangehende	KNOWN	O	O
charakteristische	charakteristische	KNOWN	O	O
Grau	grau	KNOWN	O	O
ein	ein	KNOWN	O	O
.	.	KNOWN	O	O
Jetzt	jetzt	KNOWN	O	O
wurde	wurde	KNOWN	O	O
die	die	KNOWN	O	O
Wanderung	wanderung	KNOWN	O	O
interessanter	interessanter	KNOWN	O	O
,	,	KNOWN	O	O
beständig	beständig	KNOWN	O	O
wurde	wurde	KNOWN	O	O
die	die	KNOWN	O	O
prächtige	prächtige	KNOWN	O	O
Glockenform	glockenform	UNKNOWN	O	O
des	des	KNOWN	O	O
Geiger	geiger	KNOWN	B-LOC	O
betrachtet	betrachtet	KNOWN	O	O
,	,	KNOWN	O	O
und	und	KNOWN	O	O
,	,	KNOWN	O	O
da	da	KNOWN	O	O
die	die	KNOWN	O	O
schneidige	schneidige	UNKNOWN	O	O
Kälte	kälte	KNOWN	O	O
antrieb	antrieb	KNOWN	O	O
,	,	KNOWN	O	O
schon	schon	KNOWN	O	O
um	um	KNOWN	O	O
4	$NUM$	KNOWN	O	O
Uhr	uhr	KNOWN	O	O
45	$NUM$	KNOWN	O	O
Min.	min.	UNKNOWN	O	O
das	das	KNOWN	O	O
Obersulzbachthörl	obersulzbachthörl	UNKNOWN	B-LOC	O
erreicht	erreicht	KNOWN	O	O
.	.	KNOWN	O	O
Wenige	wenige	KNOWN	O	O
Secunden	secunden	UNKNOWN	O	O
vorher	vorher	KNOWN	O	O
hatte	hatte	KNOWN	O	O
sich	sich	KNOWN	O	O
die	die	KNOWN	O	O
ganze	ganze	KNOWN	O	O
herrliche	herrliche	KNOWN	O	O
Scenerie	scenerie	UNKNOWN	O	O
verändert	verändert	KNOWN	O	O
,	,	KNOWN	O	O
alle	alle	KNOWN	O	O
höheren	höheren	KNOWN	O	O
Spitzen	spitzen	KNOWN	O	O
weit	weit	KNOWN	O	O
und	und	KNOWN	O	O
breit	breit	KNOWN	O	O
glühten	glühten	UNKNOWN	O	O
im	im	KNOWN	O	O
intensivsten	intensivsten	UNKNOWN	O	O
Morgenroth	morgenroth	UNKNOWN	O	O
.	.	KNOWN	O	O
Die	die	KNOWN	O	O
Wanderung	wanderung	KNOWN	O	O
bis	bis	KNOWN	O	O
zum	zum	KNOWN	O	O
Thörl	thörl	UNKNOWN	O	O
auszudehnen	auszudehnen	KNOWN	O	O
war	war	KNOWN	O	O
in	in	KNOWN	O	O
jeder	jeder	KNOWN	O	O
Beziehung	beziehung	KNOWN	O	O
gerathen	gerathen	KNOWN	O	O
,	,	KNOWN	O	O
da	da	KNOWN	O	O
erstens	erstens	KNOWN	O	O
von	von	KNOWN	O	O
hier	hier	KNOWN	O	O
am	am	KNOWN	O	O
besten	besten	KNOWN	O	O
zu	zu	KNOWN	O	O
übersehen	übersehen	KNOWN	O	O
,	,	KNOWN	O	O
welcher	welcher	KNOWN	O	O
Anstieg	anstieg	KNOWN	O	O
zu	zu	KNOWN	O	O
wählen	wählen	KNOWN	O	O
sei	sei	KNOWN	O	O
und	und	KNOWN	O	O
zweitens	zweitens	KNOWN	O	O
wohl	wohl	KNOWN	O	O
jeder	jeder	KNOWN	O	O
Andere	andere	KNOWN	O	O
in	in	KNOWN	O	O
diesem	diesem	KNOWN	O	O
Falle	falle	KNOWN	O	O
einen	einen	KNOWN	O	O
so	so	KNOWN	O	O
wichtigen	wichtigen	KNOWN	O	O
Uebergangspunkt	uebergangspunkt	UNKNOWN	O	O
ebenfalls	ebenfalls	KNOWN	O	O
aufgesucht	aufgesucht	KNOWN	O	O
hätte	hätte	KNOWN	O	O
.	.	KNOWN	O	O
Der	der	KNOWN	O	O
Plan	plan	KNOWN	O	O
war	war	KNOWN	O	O
schnell	schnell	KNOWN	O	O
entworfen	entworfen	KNOWN	O	O
,	,	KNOWN	O	O
Michel	michel	KNOWN	O	B-PER
und	und	KNOWN	O	O
ich	ich	KNOWN	O	O
stimmte	stimmte	KNOWN	O	O
für	für	KNOWN	O	O
ein	ein	KNOWN	O	O
Zurückgehen	zurückgehen	KNOWN	O	O
,	,	KNOWN	O	O
um	um	KNOWN	O	O
so	so	KNOWN	O	O
dem	dem	KNOWN	O	O
heutigen	heutigen	KNOWN	O	O
Ziele	ziele	KNOWN	O	O
ganz	ganz	KNOWN	O	O
direct	direct	KNOWN	O	O
beizukommen	beizukommen	KNOWN	O	O
.	.	KNOWN	O	O
Die	die	KNOWN	O	O
steilste	steilste	KNOWN	O	O
Stelle	stelle	KNOWN	O	O
,	,	KNOWN	O	O
welche	welche	KNOWN	O	O
der	der	KNOWN	O	O
Geiger	geiger	KNOWN	B-LOC	O
bietet	bietet	KNOWN	O	O
,	,	KNOWN	O	O
wurde	wurde	KNOWN	O	O
von	von	KNOWN	O	O
uns	uns	KNOWN	O	O
als	als	KNOWN	O	O
Anstieg	anstieg	KNOWN	O	O
gewählt	gewählt	KNOWN	O	O
;	;	KNOWN	O	O
es	es	KNOWN	O	O
ist	ist	KNOWN	O	O
dieses	dieses	KNOWN	O	O
ungefähr	ungefähr	KNOWN	O	O
20	$NUM$	KNOWN	O	O
Minuten	minuten	KNOWN	O	O
unterhalb	unterhalb	KNOWN	O	O
des	des	KNOWN	O	O
Obersulzbachthörls	obersulzbachthörls	UNKNOWN	B-LOC	O
.	.	KNOWN	O	O
Ein	ein	KNOWN	O	O
ununterbrochener	ununterbrochener	UNKNOWN	O	O
Firnhang	firnhang	UNKNOWN	O	O
zieht	zieht	KNOWN	O	O
hier	hier	KNOWN	O	O
vom	vom	KNOWN	O	O
Dorfergletscher	dorfergletscher	UNKNOWN	B-LOC	O
bis	bis	KNOWN	O	O
etwa	etwa	KNOWN	O	O
9000	$NUM$	KNOWN	O	O
Fuss	fuss	KNOWN	O	O
Höhe	höhe	KNOWN	O	O
hinan	hinan	UNKNOWN	O	O
,	,	KNOWN	O	O
wo	wo	KNOWN	O	O
derselbe	derselbe	KNOWN	O	O
dann	dann	KNOWN	O	O
durch	durch	KNOWN	O	O
einen	einen	KNOWN	O	O
von	von	KNOWN	O	O
NW.	nw.	UNKNOWN	O	O
nach	nach	KNOWN	O	O
SO	so	KNOWN	O	O
.	.	KNOWN	O	O
streichenden	streichenden	UNKNOWN	O	O
Felskamm	felskamm	UNKNOWN	O	O
durchsetzt	durchsetzt	KNOWN	O	O
wird	wird	KNOWN	O	O
;	;	KNOWN	O	O
diesen	diesen	KNOWN	O	O
Kamm	kamm	KNOWN	O	O
zu	zu	KNOWN	O	O
gewinnen	gewinnen	KNOWN	O	O
war	war	KNOWN	O	O
vorerst	vorerst	KNOWN	O	O
unsere	unsere	KNOWN	O	O
Aufgabe	aufgabe	KNOWN	O	O
.	.	KNOWN	O	O
Die	die	KNOWN	O	O
Steilheit	steilheit	UNKNOWN	O	O
des	des	KNOWN	O	O
Gletschers	gletschers	UNKNOWN	O	O
,	,	KNOWN	O	O
welcher	welcher	KNOWN	O	O
wohl	wohl	KNOWN	O	O
stark	stark	KNOWN	O	O
überfirnt	überfirnt	UNKNOWN	O	O
war	war	KNOWN	O	O
,	,	KNOWN	O	O
mahnte	mahnte	KNOWN	O	O
zu	zu	KNOWN	O	O
grösster	grösster	KNOWN	O	O
Vorsicht	vorsicht	KNOWN	O	O
,	,	KNOWN	O	O
an	an	KNOWN	O	O
welche	welche	KNOWN	O	O
zu	zu	KNOWN	O	O
erinnern	erinnern	KNOWN	O	O
,	,	KNOWN	O	O
Michel	michel	KNOWN	O	O
nicht	nicht	KNOWN	O	O
Müde	müde	KNOWN	O	O
ward	ward	KNOWN	O	O
.	.	KNOWN	O	O
Zuerst	zuerst	KNOWN	O	O
versuchten	versuchten	KNOWN	O	O
wir	wir	KNOWN	O	O
ohne	ohne	KNOWN	O	O
Eisen	eisen	KNOWN	O	O
zu	zu	KNOWN	O	O
steigen	steigen	KNOWN	O	O
,	,	KNOWN	O	O
was	was	KNOWN	O	O
jedoch	jedoch	KNOWN	O	O
nicht	nicht	KNOWN	O	O
lange	lange	KNOWN	O	O
währte	währte	KNOWN	O	O
;	;	KNOWN	O	O
der	der	KNOWN	O	O
Firnschnee	firnschnee	UNKNOWN	O	O
war	war	KNOWN	O	O
zu	zu	KNOWN	O	O
hart	hart	KNOWN	O	O
und	und	KNOWN	O	O
Stufenhauen	stufenhauen	UNKNOWN	O	O
hätte	hätte	KNOWN	O	O
zu	zu	KNOWN	O	O
viel	viel	KNOWN	O	O
Zeit	zeit	KNOWN	O	O
in	in	KNOWN	O	O
Anspruch	anspruch	KNOWN	O	O
genommen	genommen	KNOWN	O	O
,	,	KNOWN	O	O
es	es	KNOWN	O	O
wurden	wurden	KNOWN	O	O
also	also	KNOWN	O	O
die	die	KNOWN	O	O
Eisen	eisen	KNOWN	O	O
angeschnallt	angeschnallt	UNKNOWN	O	O
,	,	KNOWN	O	O
doch	doch	KNOWN	O	O
bald	bald	KNOWN	O	O
stellte	stellte	KNOWN	O	O
sich	sich	KNOWN	O	O
heraus	heraus	KNOWN	O	O
,	,	KNOWN	O	O
dass	dass	KNOWN	O	O
nur	nur	KNOWN	O	O
eines	eines	KNOWN	O	O
von	von	KNOWN	O	O
den	den	KNOWN	O	O
meinen	meinen	KNOWN	O	O
brauchbar	brauchbar	UNKNOWN	O	O
war	war	KNOWN	O	O
,	,	KNOWN	O	O
das	das	KNOWN	O	O
des	des	KNOWN	O	O
rechten	rechten	KNOWN	O	O
Fusses	fusses	UNKNOWN	O	O
war	war	KNOWN	O	O
zu	zu	KNOWN	O	O
weit	weit	KNOWN	O	O
und	und	KNOWN	O	O
sass	sass	UNKNOWN	O	O
also	also	KNOWN	O	O
nicht	nicht	KNOWN	O	O
fest	fest	KNOWN	O	O
.	.	KNOWN	O	O
Ich	ich	KNOWN	O	O
schnallte	schnallte	UNKNOWN	O	O
dieses	dieses	KNOWN	O	O
ab	ab	KNOWN	O	O
und	und	KNOWN	O	O
stieg	stieg	KNOWN	O	O
nun	nun	KNOWN	O	O
mit	mit	KNOWN	O	O
nur	nur	KNOWN	O	O
einem	einem	KNOWN	O	O
Eisen	eisen	KNOWN	O	O
bewaffnet	bewaffnet	KNOWN	O	O
aufwärts	aufwärts	KNOWN	O	O
.	.	KNOWN	O	O
6	$NUM$	KNOWN	O	O
Uhr	uhr	KNOWN	O	O
10	$NUM$	KNOWN	O	O
Min.	min.	UNKNOWN	O	O
wurde	wurde	KNOWN	O	O
das	das	KNOWN	O	O
Felsband	felsband	UNKNOWN	O	O
erreicht	erreicht	KNOWN	O	O
und	und	KNOWN	O	O
war	war	KNOWN	O	O
ich	ich	KNOWN	O	O
jetzt	jetzt	KNOWN	O	O
,	,	KNOWN	O	O
wenn	wenn	KNOWN	O	O
nicht	nicht	KNOWN	O	O
unvorherzusehende	unvorherzusehende	UNKNOWN	O	O
Schwierigkeiten	schwierigkeiten	KNOWN	O	O
,	,	KNOWN	O	O
als	als	KNOWN	O	O
nicht	nicht	KNOWN	O	O
übersteigbare	übersteigbare	UNKNOWN	O	O
Eisklüfte	eisklüfte	UNKNOWN	O	O
u.	u.	KNOWN	O	O
s.	s.	KNOWN	O	O
w.	w.	KNOWN	O	O
kommen	kommen	KNOWN	O	O
würden	würden	KNOWN	O	O
,	,	KNOWN	O	O
meiner	meiner	KNOWN	O	O
Sache	sache	KNOWN	O	O
gewiss	gewiss	KNOWN	O	O
.	.	KNOWN	O	O
Das	das	KNOWN	O	O
Aufwärtsklimmen	aufwärtsklimmen	UNKNOWN	O	O
am	am	KNOWN	O	O
Grate	grate	KNOWN	O	O
erfordert	erfordert	KNOWN	O	O
wohl	wohl	KNOWN	O	O
auch	auch	KNOWN	O	O
:	:	KNOWN	O	O
grosse	grosse	KNOWN	O	O
Vorsicht	vorsicht	KNOWN	O	O
,	,	KNOWN	O	O
da	da	KNOWN	O	O
selbst	selbst	KNOWN	O	O
die	die	KNOWN	O	O
bedeutendsten	bedeutendsten	KNOWN	O	O
der	der	KNOWN	O	O
aufliegenden	aufliegenden	UNKNOWN	O	O
Plattensteine	plattensteine	UNKNOWN	O	O
sehr	sehr	KNOWN	O	O
locker	locker	KNOWN	O	O
aufliegen	aufliegen	UNKNOWN	O	O
.	.	KNOWN	O	O
Wir	wir	KNOWN	O	O
kamen	kamen	KNOWN	O	O
sehr	sehr	KNOWN	O	O
schnell	schnell	KNOWN	O	O
aufwärts	aufwärts	KNOWN	O	O
,	,	KNOWN	O	O
so	so	KNOWN	O	O
dass	dass	KNOWN	O	O
kurz	kurz	KNOWN	O	O
vor	vor	KNOWN	O	O
7	$NUM$	KNOWN	O	O
Uhr	uhr	KNOWN	O	O
die	die	KNOWN	O	O
zum	zum	KNOWN	O	O
Gipfel	gipfel	KNOWN	O	O
emporführende	emporführende	UNKNOWN	O	O
Eisschneide	eisschneide	UNKNOWN	O	O
erreicht	erreicht	KNOWN	O	O
war	war	KNOWN	O	O
.	.	KNOWN	O	O
Hier	hier	KNOWN	O	O
hieb	hieb	KNOWN	O	O
Groder	groder	UNKNOWN	O	O
mit	mit	KNOWN	O	O
dem	dem	KNOWN	O	O
Eispickel	eispickel	UNKNOWN	O	O
flüchtig	flüchtig	KNOWN	O	O
die	die	KNOWN	O	O
scharfe	scharfe	KNOWN	O	O
Kante	kante	KNOWN	O	O
weg	weg	KNOWN	O	O
,	,	KNOWN	O	O
welch	welch	KNOWN	O	O
'	'	KNOWN	O	O
letzteres	letzteres	KNOWN	O	O
wenig	wenig	KNOWN	O	O
Zeit	zeit	KNOWN	O	O
in	in	KNOWN	O	O
Anspruch	anspruch	KNOWN	O	O
nahm	nahm	KNOWN	O	O
.	.	KNOWN	O	O
7	$NUM$	KNOWN	O	O
Uhr	uhr	KNOWN	O	O
8	$NUM$	KNOWN	O	O
Min.	min.	UNKNOWN	O	O
hatten	hatten	KNOWN	O	O
wir	wir	KNOWN	O	O
die	die	KNOWN	O	O
höchste	höchste	KNOWN	O	O
Spitze	spitze	KNOWN	O	O
erreicht	erreicht	KNOWN	O	O
;	;	KNOWN	O	O
meine	meine	KNOWN	O	O
Freude	freude	KNOWN	O	O
war	war	KNOWN	O	O
gross	gross	KNOWN	O	O
,	,	KNOWN	O	O
Michel	michel	KNOWN	O	B-PER
war	war	KNOWN	O	O
in	in	KNOWN	O	O
Wonne	wonne	KNOWN	O	B-LOC
aufgelöst	aufgelöst	KNOWN	O	O
.	.	KNOWN	O	O
Er	er	KNOWN	O	O
nahm	nahm	KNOWN	O	O
den	den	KNOWN	O	O
Hut	hut	KNOWN	O	O
ab	ab	KNOWN	O	O
,	,	KNOWN	O	O
wahrscheinlich	wahrscheinlich	KNOWN	O	O
um	um	KNOWN	O	O
ein	ein	KNOWN	O	O
Gebet	gebet	KNOWN	O	O
zu	zu	KNOWN	O	O
verrichten	verrichten	KNOWN	O	O
und	und	KNOWN	O	O
rief	rief	KNOWN	O	O
dann	dann	KNOWN	O	O
zu	zu	KNOWN	O	O
wiederholten	wiederholten	KNOWN	O	O
Malen	malen	KNOWN	O	O
und	und	KNOWN	O	O
wahrlich	wahrlich	KNOWN	O	O
es	es	KNOWN	O	O
war	war	KNOWN	O	O
hier	hier	KNOWN	O	O
droben	droben	UNKNOWN	O	O
unvergleichlich	unvergleichlich	KNOWN	O	O
schön	schön	KNOWN	O	O
;	;	KNOWN	O	O
ein	ein	KNOWN	O	O
wunderbarer	wunderbarer	UNKNOWN	O	O
Morgen	morgen	KNOWN	O	O
und	und	KNOWN	O	O
damit	damit	KNOWN	O	O
verbunden	verbunden	KNOWN	O	O
eine	eine	KNOWN	O	O
Aussicht	aussicht	KNOWN	O	O
,	,	KNOWN	O	O
wie	wie	KNOWN	O	O
solche	solche	KNOWN	O	O
reiner	reiner	KNOWN	O	O
und	und	KNOWN	O	O
nach	nach	KNOWN	O	O
drei	drei	KNOWN	O	O
Seiten	seiten	KNOWN	O	O
unbegrenzter	unbegrenzter	KNOWN	O	O
